company_id,nama_perseroan,kbli,alamat_lengkap,kode_pos,maksud_tujuan,modal_dasar,modal_ditempatkan,modal_disetor,nilai_nominal_saham,jumlah_saham,direktur_utama,direktur_nik,direktur_npwp,komisaris_utama,komisaris_nik,komisaris_npwp,jangka_waktu,tanggal_akta,notaris,npwp_perusahaan,status_perusahaan,is_suspicious,risk_score,pemegang_saham_1_nama,pemegang_saham_1_nik,pemegang_saham_1_npwp,pemegang_saham_1_persentase,pemegang_saham_2_nama,pemegang_saham_2_nik,pemegang_saham_2_npwp,pemegang_saham_2_persentase,pemegang_saham_3_nama,pemegang_saham_3_nik,pemegang_saham_3_npwp,pemegang_saham_3_persentase
SH_0011,PT HARAPAN BARU,62010,"Gang Dipatiukur No. 319
Manado, Riau 18288",15065,Perdagangan umum dan jasa konsultan,670683168,329036709,80747821,1000000,329,Nana Darmawan,32152811989256,66.428.968.8-682.501,Umar Kurniawan,35781411732022,29.441.519.6-317.645,11 tahun,2025-01-08,Sari Maheswara,63.804.796.9-368.650,Aktif,True,96,Umar Budiman,64711507881385,31.746.761.2-569.103,10.23,Gina Wahyudi,31743008696696.0,71.237.641.7-581.379,10.38,Putra Wijaya,32731904003690.0,27.954.789.8-482.125,26.87
SH_0012,CV KARYA UTAMA,58190,"Jalan Gegerkalong Hilir No. 9
Purwokerto, KU 73114",42979,Perdagangan umum dan jasa konsultan,911013892,351525096,44287530,1000000,351,Maya Rahman,34712509812811,32.265.153.2-244.537,Yudi Gunawan,18710802585453,95.762.107.1-249.133,10 tahun,2025-01-20,Aslijan Saputra,29.432.212.2-997.119,Aktif,True,90,Ratna Setiawan,34710301582350,34.605.797.6-941.309,25.94,Wati Wibowo,18711701919763.0,91.153.468.4-657.373,27.95,Putra Hakim,31742601747255.0,56.311.271.4-744.531,15.52
SH_0013,CV NUSA INDAH,62010,"Gg. Pasirkoja No. 771
Tanjungbalai, BE 91791",61917,Perdagangan umum dan jasa konsultan,911956275,342933322,74166597,1000000,342,Ahmad Wardana,31740705810226,41.116.115.8-519.634,Endang Kusuma,64712207944262,28.768.601.1-571.942,6 tahun,2025-04-26,Ghaliyati Pangestu,54.343.900.1-932.897,Aktif,True,96,Nana Wijaya,35782412797383,88.650.690.3-986.657,6.12,Maya Rahman,32152706773264.0,63.309.230.8-491.536,17.1,Indra Hakim,32732505778194.0,73.692.568.5-634.775,76.78
SH_0014,PT INDAH PERMAI,82990,"Gang Ciwastra No. 29
Banjarmasin, Kalimantan Utara 16970",9442,Perdagangan umum dan jasa konsultan,1351784734,641973891,128652483,1000000,641,Maya Putra,64712404623182,89.420.979.2-124.448,Gina Wahyudi,32153009555992,87.187.963.5-567.620,8 tahun,2025-02-05,Kalim Sirait,93.759.967.5-520.292,Aktif,True,87,Andi Darmawan,64710101647337,20.907.733.9-444.455,26.73,Endang Putra,64711012867785.0,29.949.140.2-121.806,18.33,Yudi Gunawan,34711401653668.0,38.680.322.2-921.956,29.98
SH_0015,UD MAJU BERSAMA,47911,"Jalan W.R. Supratman No. 0
Sungai Penuh, Nusa Tenggara Timur 38322",53181,Perdagangan umum dan jasa konsultan,1953486010,499938522,121558334,1000000,499,Bayu Budiman,18710608872543,99.385.361.4-639.856,Wati Setiawan,35782606785845,15.249.254.2-701.315,6 tahun,2025-03-25,Padmi Anggriawan,52.821.695.1-234.133,Aktif,True,95,Andi Kurniawan,34711701839072,90.573.567.3-746.339,9.67,Hadi Santoso,32733008978030.0,10.942.469.4-645.813,25.84,Wati Wardana,35781508584174.0,68.347.473.5-283.962,25.54
SH_0016,CV EMAS KENCANA,68100,"Gang HOS. Cokroaminoto No. 75
Bengkulu, SG 06900",57245,Perdagangan umum dan jasa konsultan,1212108059,558338633,114776302,1000000,558,Gina Rachmadi,35782901684658,80.346.982.7-723.150,Dewi Hakim,32732401682418,28.262.407.7-861.146,6 tahun,2025-01-31,Vicky Nashiruddin,84.383.816.3-423.428,Aktif,True,80,Bayu Wardana,18710805851115,32.442.697.5-892.892,20.21,Putra Permana,32152211876564.0,11.918.545.2-687.803,18.66,Endang Hidayat,32151206920663.0,89.971.111.8-219.691,27.45
SH_0017,UD BERKAH NUSANTARA,68100,"Gg. Stasiun Wonokromo No. 101
Yogyakarta, JB 58226",20232,Perdagangan umum dan jasa konsultan,1092661424,374491204,66481337,1000000,374,Endang Wibowo,31740805608301,77.247.967.3-871.990,Bayu Hakim,34712103751600,97.645.858.8-186.348,9 tahun,2025-02-10,Silvia Purnawati,54.245.955.3-433.224,Aktif,True,89,Citra Darmawan,35782505762567,73.858.179.1-840.805,17.69,Putra Firmansyah,32152407984456.0,71.413.672.2-946.914,5.25,Hadi Rahman,18710101881364.0,55.392.969.2-374.149,77.06
SH_0018,PT GEMILANG ABADI,70200,"Gg. Jayawijaya No. 14
Tangerang, KB 14615",55693,Perdagangan umum dan jasa konsultan,1875008091,677901508,198072082,1000000,677,Dian Hakim,32152011951882,23.723.250.5-948.841,Fitri Maulana,32010205572244,23.789.402.9-895.863,10 tahun,2024-12-27,Upik Prastuti,87.243.605.7-307.593,Aktif,True,97,Ahmad Wardana,32152108615320,76.279.675.1-879.573,12.87,Ahmad Wardana,32151003801985.0,61.653.957.2-534.394,5.74,Maya Putra,31740805838780.0,78.172.698.2-310.315,12.77
SH_0019,PT INDAH PERMAI,68100,"Gg. Laswi No. 29
Sibolga, NB 96416",49508,Perdagangan umum dan jasa konsultan,1375171768,612878567,73664606,1000000,612,Vina Syahputra,31741008958614,10.412.389.6-386.959,Gina Wijaya,32151001963768,58.307.166.4-245.284,5 tahun,2025-05-02,dr. Almira Mulyani,54.571.688.1-708.329,Aktif,True,84,Dewi Wijaya,32152806997731,47.424.284.1-147.859,21.23,Vina Setiawan,64712906819797.0,80.362.938.1-884.865,6.17,Umar Wijaya,64710204794230.0,62.896.629.1-576.967,19.34
SH_0020,PT HARAPAN BARU,82990,"Gang PHH. Mustofa No. 9
Parepare, BT 01226",94294,Perdagangan umum dan jasa konsultan,1609288208,544472236,89489074,1000000,544,Indra Pratama,64712903687224,51.933.742.2-956.815,Joko Darmawan,18711010735009,41.871.614.6-389.574,6 tahun,2024-12-15,Sakura Ardianto,17.129.806.2-496.474,Aktif,True,91,Hadi Rahman,34712502838143,72.675.719.6-274.746,21.08,Ahmad Darmawan,35781407799064.0,71.440.383.7-484.495,26.41,Fitri Pratama,64712404942667.0,97.911.544.5-492.751,13.88
SH_0021,CV PRIMA SEJAHTERA,47911,"Jalan Kebonjati No. 98
Kendari, Bengkulu 45997",45495,Perdagangan umum dan jasa konsultan,1206485855,602293267,139312494,1000000,602,Dian Syahputra,18711408590855,87.490.654.2-594.209,Maya Rachmadi,32012105715907,35.521.683.7-908.432,6 tahun,2025-05-12,Emong Novitasari,24.455.376.2-693.276,Aktif,True,90,Linda Sari,32152310550728,82.377.203.4-999.806,10.73,Vina Wibowo,31742309831312.0,78.564.888.5-385.425,10.39,Putra Permana,32150703688819.0,48.232.776.9-606.766,10.5
SH_0022,PT HARAPAN BARU,64199,"Jl. Ciumbuleuit No. 66
Mojokerto, Sumatera Selatan 61956",9253,Perdagangan umum dan jasa konsultan,1691885419,629603907,71593813,1000000,629,Gina Wijaya,18710906702296,49.419.234.2-251.670,Zaki Darmawan,31741804943832,73.227.413.8-460.188,14 tahun,2025-05-06,Rahmi Prasasta,61.361.618.1-701.928,Aktif,True,85,Joko Rachmadi,64710102765781,95.864.156.7-280.404,21.49,Putra Wijaya,64712209724561.0,45.886.112.5-713.422,16.3,Farid Rachmadi,18710705969605.0,43.259.400.7-185.348,22.62
SH_0023,CV DUTA SEJAHTERA,77100,"Gang K.H. Wahid Hasyim No. 936
Palangkaraya, PB 49090",3931,Perdagangan umum dan jasa konsultan,1911690823,499972723,119763548,1000000,499,Farid Wardana,32732011691945,69.735.619.3-605.659,Gina Pratama,64711910564574,94.114.435.5-244.835,6 tahun,2025-03-20,Zamira Anggraini,58.767.792.7-284.307,Aktif,True,82,Indra Maulana,32010403767512,45.560.512.8-610.898,25.52,Vina Kurniawan,32731010712211.0,31.417.794.8-231.462,13.03,Yudi Gunawan,32732908992927.0,31.800.403.2-299.294,11.71
SH_0024,CV KARYA UTAMA,47911,"Gang Wonoayu No. 46
Tidore Kepulauan, SU 81256",36792,Perdagangan umum dan jasa konsultan,1927161209,636758824,113811160,1000000,636,Bayu Budiman,64711908949260,63.559.111.2-392.143,Joko Permana,32732302840691,88.730.331.7-187.273,11 tahun,2025-05-05,"Dian Pranowo, S.H.",16.394.492.6-276.712,Aktif,True,92,Fitri Pratama,31740606623058,51.116.832.2-571.706,19.75,Eko Hartono,31741701956405.0,70.821.112.6-824.891,10.85,Fitri Firmansyah,34712205723736.0,17.564.494.5-206.673,21.31
SH_0025,CV JAYA MAKMUR,58190,"Jl. Kiaracondong No. 5
Tidore Kepulauan, KI 32117",40238,Perdagangan umum dan jasa konsultan,1814965169,735150000,203693448,1000000,735,Sinta Wijaya,64710410936073,10.992.793.1-524.310,Zaki Hartono,32731110882207,68.799.230.2-107.783,7 tahun,2025-03-24,Atmaja Farida,78.296.162.6-442.754,Aktif,True,87,Wati Wibowo,18710907729103,74.248.257.7-359.398,12.06,Umar Kusuma,32730404733876.0,68.251.177.8-399.177,24.49,Putra Firmansyah,32732301876386.0,13.339.784.2-803.519,17.45
SH_0026,PT LESTARI MANDIRI,62010,"Gg. Kutisari Selatan No. 8
Pematangsiantar, KR 68365",39079,Perdagangan umum dan jasa konsultan,1430924914,485294896,59996799,1000000,485,Wati Kurniawan,32010807574349,96.106.483.1-378.950,Vina Kurniawan,32010101780097,37.206.149.1-313.250,12 tahun,2025-03-17,Ayu Riyanti,60.341.493.1-799.216,Aktif,True,98,Ahmad Wardana,35780306543787,50.529.586.8-397.864,12.44,Vina Syahputra,32010804656326.0,52.995.479.3-228.656,14.37,Sinta Kurniawan,35780310788330.0,24.512.174.1-608.709,22.38
SH_0027,UD MAJU BERSAMA,8910,"Jalan Ahmad Yani No. 0
Meulaboh, KS 39906",85482,Perdagangan umum dan jasa konsultan,1496280523,667386084,80105433,1000000,667,Gina Putra,32150905910431,56.562.562.1-159.194,Endang Syahputra,32151003991895,27.585.821.1-690.845,7 tahun,2025-03-14,"R. Wulan Permadi, S.T.",80.984.771.4-496.204,Aktif,True,95,Wati Hakim,32730606945909,28.575.950.7-547.423,12.36,Bayu Kurniawan,64711512720265.0,98.844.680.6-100.122,14.56,Maya Firmansyah,32732211545592.0,50.130.683.3-894.787,23.27
SH_0028,UD MAJU BERSAMA,58190,"Jl. Monginsidi No. 3
Madiun, KI 81607",90068,Perdagangan umum dan jasa konsultan,956698880,403531987,100333635,1000000,403,Endang Santoso,32732309808837,26.733.106.9-917.107,Oki Budiman,32152905968124,85.512.298.8-899.160,15 tahun,2025-02-11,Jessica Yuliarti,91.202.247.4-266.169,Aktif,True,84,Hadi Rahman,32011310786642,92.749.347.4-547.780,20.01,Ratna Wahyudi,32732807758964.0,76.337.389.2-678.683,13.9,Nana Wijaya,32150103793508.0,85.951.253.6-415.875,17.3
SH_0029,PT HARAPAN BARU,77100,"Gg. Cikutra Timur No. 0
Tangerang Selatan, Nusa Tenggara Timur 23769",72666,Perdagangan umum dan jasa konsultan,1665305003,530016512,79624186,1000000,530,Ahmad Hakim,18711407963011,57.648.658.8-754.997,Endang Hidayat,64711105703539,57.333.602.8-939.775,15 tahun,2025-01-10,Fitriani Hariyah,80.368.347.2-172.437,Aktif,True,84,Vina Kurniawan,31742704625853,34.741.320.3-167.680,10.99,Sari Gunawan,64710405872985.0,96.985.371.8-367.153,11.76,Putra Rachmadi,32732905859583.0,21.658.573.8-125.489,12.11
SH_0030,PT CAHAYA MANDIRI,47911,"Jl. Gardujati No. 987
Bogor, Banten 16892",94885,Perdagangan umum dan jasa konsultan,1742461963,808166583,141545333,1000000,808,Yudi Budiman,35783010834782,90.592.126.2-320.441,Fitri Firmansyah,32152903802471,34.873.965.5-497.117,6 tahun,2024-12-18,Dr. Nasim Mandasari,17.969.176.4-193.334,Aktif,True,89,Gina Putra,32013001609845,18.805.262.9-717.750,26.23,Wati Putri,18710611711255.0,97.631.283.9-771.263,13.94,Gina Wahyudi,32012210784780.0,80.630.172.3-521.666,22.31
